sheet,at-type,002,040,091,088,105,035,098,034,016,050,020,032,086,015,017,092,102,100,012,093,055,022,071,011,004,106,062,027,068,063,099,094,065,056,010,041,075,048,070,047,076,039,072,019,021,008,052,085,028,082,101,007,074,013,104,006,058,069,097,090,061,023,025,026,066,042,009,078,005,051,049,077,096,059,064,018,003,095,033,083,079,107,073,045,067,024,087,103,014,057,000,060,029,084,044,081,036,030,031,080,053,037,001,046,054,038,043,089,charge
X,HW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
X,OW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82
X,cah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05
X,ho,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.425
X,hw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
X,mgh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05
X,ob,6.0,8.0,5.0,1.0,3.0,5.0,3.0,6.0,5.0,1.0,6.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,6.0,3.0,5.0,6.0,3.0,4.0,6.0,4.0,3.0,1.0,8.0,8.0,6.0,2.0,2.0,6.0,4.0,10.0,1.0,2.0,6.0,8.0,1.0,2.0,6.0,3.0,4.0,8.0,1.0,6.0,3.0,10.0,1.0,2.0,3.0,6.0,5.0,4.0,4.0,2.0,3.0,8.0,8.0,5.0,10.0,1.0,2.0,4.0,3.0,1.0,4.0,5.0,6.0,3.0,6.0,3.0,5.0,3.0,1.0,6.0,3.0,5.0,1.0,5.0,6.0,1.0,10.0,6.0,4.0,2.0,6.0,3.0,4.0,5.0,4.0,3.0,1.0,5.0,6.0,6.0,2.0,4.0,8.0,1.0,-1.05
X,obos,0.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,-1.1808
X,obss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2996
X,obts,4.0,0.0,4.0,8.0,4.0,4.0,4.0,4.0,4.0,8.0,4.0,4.0,8.0,4.0,4.0,4.0,4.0,4.0,8.0,4.0,8.0,4.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,0.0,0.0,4.0,8.0,8.0,0.0,4.0,0.0,8.0,8.0,4.0,0.0,8.0,8.0,4.0,4.0,4.0,0.0,8.0,4.0,4.0,0.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,8.0,8.0,4.0,4.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,0.0,4.0,4.0,8.0,4.0,4.0,8.0,0.0,4.0,4.0,8.0,0.0,4.0,4.0,4.0,4.0,4.0,8.0,4.0,4.0,0.0,8.0,4.0,0.0,8.0,-1.1688
X,oh,8.0,4.0,4.0,4.0,0.0,4.0,0.0,8.0,4.0,4.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,4.0,8.0,4.0,4.0,8.0,8.0,0.0,4.0,8.0,0.0,4.0,8.0,4.0,0.0,4.0,4.0,4.0,8.0,8.0,8.0,0.0,4.0,8.0,4.0,8.0,8.0,4.0,4.0,8.0,8.0,0.0,4.0,4.0,4.0,8.0,0.0,8.0,4.0,8.0,0.0,8.0,4.0,4.0,4.0,8.0,0.0,4.0,4.0,4.0,8.0,4.0,8.0,4.0,0.0,4.0,4.0,4.0,8.0,0.0,8.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,8.0,4.0,8.0,8.0,4.0,8.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,8.0,0.0,8.0,4.0,4.0,4.0,-0.95
X,ohs,0.0,4.0,4.0,4.0,8.0,4.0,8.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,8.0,4.0,0.0,4.0,8.0,4.0,4.0,4.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,4.0,4.0,0.0,8.0,0.0,4.0,0.0,8.0,0.0,4.0,4.0,4.0,0.0,8.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,4.0,0.0,8.0,0.0,8.0,4.0,8.0,4.0,8.0,8.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,8.0,8.0,4.0,4.0,4.0,8.0,4.0,4.0,0.0,8.0,0.0,4.0,4.0,4.0,-1.0808
X,ohx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9742
X,ow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82
X,ox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2825
X,oxos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31
