uc_id,base_id,substitution_sheet,substitutions,substitution_loc,charge,n_substitutions
222,000,O,AO1 -> MGO1;ST3 -> FET3;ST8 -> AT8,other,-3.0,3
223,000,O,AO3 -> FEO3;ST6 -> FET6;ST8 -> AT8,other,-2.0,3
224,000,O,AO1 -> FEO1;ST6 -> FET6;ST8 -> AT8,other,-2.0,3
225,000,O,AO3 -> FE23;ST6 -> FET6;ST8 -> AT8,other,-3.0,3
226,000,O,AO1 -> FE21;ST6 -> FET6;ST8 -> AT8,other,-3.0,3
227,000,O,AO3 -> MGO3;ST6 -> FET6;ST8 -> AT8,other,-3.0,3
228,000,O,AO1 -> MGO1;ST6 -> FET6;ST8 -> AT8,other,-3.0,3
229,000,O,AO1 -> FEO1;AO3 -> FEO3;ST8 -> AT8,other,-1.0,3
230,000,O,AO1 -> FE21;AO3 -> FEO3;ST8 -> AT8,other,-2.0,3
231,000,O,AO1 -> MGO1;AO3 -> FEO3;ST8 -> AT8,other,-2.0,3
232,000,O,AO1 -> FEO1;AO3 -> FE23;ST8 -> AT8,other,-2.0,3
233,000,O,AO1 -> FEO1;AO3 -> MGO3;ST8 -> AT8,other,-2.0,3
234,000,O,AO1 -> FE21;AO3 -> FE23;ST8 -> AT8,other,-3.0,3
235,000,O,AO1 -> MGO1;AO3 -> FE23;ST8 -> AT8,other,-3.0,3
236,000,O,AO1 -> FE21;AO3 -> MGO3;ST8 -> AT8,other,-3.0,3
237,000,O,AO1 -> MGO1;AO3 -> MGO3;ST8 -> AT8,other,-3.0,3
238,000,T,ST1 -> FET1;ST3 -> FET3;ST6 -> AT6,t,-3.0,3
239,000,T,ST1 -> FET1;ST6 -> AT6;ST8 -> FET8,b,-3.0,3
240,000,O,AO3 -> FEO3;ST1 -> FET1;ST6 -> AT6,other,-2.0,3
241,000,O,AO1 -> FEO1;ST1 -> FET1;ST6 -> AT6,other,-2.0,3
242,000,O,AO3 -> FE23;ST1 -> FET1;ST6 -> AT6,other,-3.0,3
243,000,O,AO1 -> FE21;ST1 -> FET1;ST6 -> AT6,other,-3.0,3
244,000,O,AO3 -> MGO3;ST1 -> FET1;ST6 -> AT6,other,-3.0,3
245,000,O,AO1 -> MGO1;ST1 -> FET1;ST6 -> AT6,other,-3.0,3
246,000,T,ST3 -> FET3;ST6 -> AT6;ST8 -> FET8,b,-3.0,3
247,000,O,AO3 -> FEO3;ST3 -> FET3;ST6 -> AT6,other,-2.0,3
248,000,O,AO1 -> FEO1;ST3 -> FET3;ST6 -> AT6,other,-2.0,3
249,000,O,AO3 -> FE23;ST3 -> FET3;ST6 -> AT6,other,-3.0,3
250,000,O,AO1 -> FE21;ST3 -> FET3;ST6 -> AT6,other,-3.0,3
251,000,O,AO3 -> MGO3;ST3 -> FET3;ST6 -> AT6,other,-3.0,3
252,000,O,AO1 -> MGO1;ST3 -> FET3;ST6 -> AT6,other,-3.0,3
253,000,O,AO3 -> FEO3;ST6 -> AT6;ST8 -> FET8,other,-2.0,3
254,000,O,AO1 -> FEO1;ST6 -> AT6;ST8 -> FET8,other,-2.0,3
255,000,O,AO3 -> FE23;ST6 -> AT6;ST8 -> FET8,other,-3.0,3
256,000,O,AO1 -> FE21;ST6 -> AT6;ST8 -> FET8,other,-3.0,3
257,000,O,AO3 -> MGO3;ST6 -> AT6;ST8 -> FET8,other,-3.0,3
258,000,O,AO1 -> MGO1;ST6 -> AT6;ST8 -> FET8,other,-3.0,3
259,000,O,AO1 -> FEO1;AO3 -> FEO3;ST6 -> AT6,other,-1.0,3
260,000,O,AO1 -> FE21;AO3 -> FEO3;ST6 -> AT6,other,-2.0,3
261,000,O,AO1 -> MGO1;AO3 -> FEO3;ST6 -> AT6,other,-2.0,3
262,000,O,AO1 -> FEO1;AO3 -> FE23;ST6 -> AT6,other,-2.0,3
263,000,O,AO1 -> FEO1;AO3 -> MGO3;ST6 -> AT6,other,-2.0,3
264,000,O,AO1 -> FE21;AO3 -> FE23;ST6 -> AT6,other,-3.0,3
265,000,O,AO1 -> MGO1;AO3 -> FE23;ST6 -> AT6,other,-3.0,3
266,000,O,AO1 -> FE21;AO3 -> MGO3;ST6 -> AT6,other,-3.0,3
267,000,O,AO1 -> MGO1;AO3 -> MGO3;ST6 -> AT6,other,-3.0,3
268,000,T,ST1 -> FET1;ST3 -> FET3;ST8 -> FET8,b,-3.0,3
269,000,T,ST1 -> FET1;ST3 -> FET3;ST6 -> FET6,b,-3.0,3
270,000,O,AO3 -> FEO3;ST1 -> FET1;ST3 -> FET3,other,-2.0,3
271,000,O,AO1 -> FEO1;ST1 -> FET1;ST3 -> FET3,other,-2.0,3
272,000,O,AO3 -> FE23;ST1 -> FET1;ST3 -> FET3,other,-3.0,3
273,000,O,AO1 -> FE21;ST1 -> FET1;ST3 -> FET3,other,-3.0,3
274,000,O,AO3 -> MGO3;ST1 -> FET1;ST3 -> FET3,other,-3.0,3
275,000,O,AO1 -> MGO1;ST1 -> FET1;ST3 -> FET3,other,-3.0,3
276,000,T,ST1 -> FET1;ST6 -> FET6;ST8 -> FET8,b,-3.0,3
277,000,O,AO3 -> FEO3;ST1 -> FET1;ST8 -> FET8,other,-2.0,3
278,000,O,AO1 -> FEO1;ST1 -> FET1;ST8 -> FET8,other,-2.0,3
279,000,O,AO3 -> FE23;ST1 -> FET1;ST8 -> FET8,other,-3.0,3
280,000,O,AO1 -> FE21;ST1 -> FET1;ST8 -> FET8,other,-3.0,3
281,000,O,AO3 -> MGO3;ST1 -> FET1;ST8 -> FET8,other,-3.0,3
282,000,O,AO1 -> MGO1;ST1 -> FET1;ST8 -> FET8,other,-3.0,3
283,000,O,AO3 -> FEO3;ST1 -> FET1;ST6 -> FET6,other,-2.0,3
284,000,O,AO1 -> FEO1;ST1 -> FET1;ST6 -> FET6,other,-2.0,3
285,000,O,AO3 -> FE23;ST1 -> FET1;ST6 -> FET6,other,-3.0,3
286,000,O,AO1 -> FE21;ST1 -> FET1;ST6 -> FET6,other,-3.0,3
287,000,O,AO3 -> MGO3;ST1 -> FET1;ST6 -> FET6,other,-3.0,3
288,000,O,AO1 -> MGO1;ST1 -> FET1;ST6 -> FET6,other,-3.0,3
289,000,O,AO1 -> FEO1;AO3 -> FEO3;ST1 -> FET1,other,-1.0,3
290,000,O,AO1 -> FE21;AO3 -> FEO3;ST1 -> FET1,other,-2.0,3
291,000,O,AO1 -> MGO1;AO3 -> FEO3;ST1 -> FET1,other,-2.0,3
292,000,O,AO1 -> FEO1;AO3 -> FE23;ST1 -> FET1,other,-2.0,3
293,000,O,AO1 -> FEO1;AO3 -> MGO3;ST1 -> FET1,other,-2.0,3
294,000,O,AO1 -> FE21;AO3 -> FE23;ST1 -> FET1,other,-3.0,3
295,000,O,AO1 -> MGO1;AO3 -> FE23;ST1 -> FET1,other,-3.0,3
296,000,O,AO1 -> FE21;AO3 -> MGO3;ST1 -> FET1,other,-3.0,3
297,000,O,AO1 -> MGO1;AO3 -> MGO3;ST1 -> FET1,other,-3.0,3
298,000,T,ST3 -> FET3;ST6 -> FET6;ST8 -> FET8,b,-3.0,3
299,000,O,AO3 -> FEO3;ST3 -> FET3;ST8 -> FET8,other,-2.0,3
300,000,O,AO1 -> FEO1;ST3 -> FET3;ST8 -> FET8,other,-2.0,3
301,000,O,AO3 -> FE23;ST3 -> FET3;ST8 -> FET8,other,-3.0,3
302,000,O,AO1 -> FE21;ST3 -> FET3;ST8 -> FET8,other,-3.0,3
303,000,O,AO3 -> MGO3;ST3 -> FET3;ST8 -> FET8,other,-3.0,3
304,000,O,AO1 -> MGO1;ST3 -> FET3;ST8 -> FET8,other,-3.0,3
305,000,O,AO3 -> FEO3;ST3 -> FET3;ST6 -> FET6,other,-2.0,3
306,000,O,AO1 -> FEO1;ST3 -> FET3;ST6 -> FET6,other,-2.0,3
307,000,O,AO3 -> FE23;ST3 -> FET3;ST6 -> FET6,other,-3.0,3
308,000,O,AO1 -> FE21;ST3 -> FET3;ST6 -> FET6,other,-3.0,3
309,000,O,AO3 -> MGO3;ST3 -> FET3;ST6 -> FET6,other,-3.0,3
310,000,O,AO1 -> MGO1;ST3 -> FET3;ST6 -> FET6,other,-3.0,3
311,000,O,AO1 -> FEO1;AO3 -> FEO3;ST3 -> FET3,other,-1.0,3
312,000,O,AO1 -> FE21;AO3 -> FEO3;ST3 -> FET3,other,-2.0,3
313,000,O,AO1 -> MGO1;AO3 -> FEO3;ST3 -> FET3,other,-2.0,3
314,000,O,AO1 -> FEO1;AO3 -> FE23;ST3 -> FET3,other,-2.0,3
315,000,O,AO1 -> FEO1;AO3 -> MGO3;ST3 -> FET3,other,-2.0,3
316,000,O,AO1 -> FE21;AO3 -> FE23;ST3 -> FET3,other,-3.0,3
317,000,O,AO1 -> MGO1;AO3 -> FE23;ST3 -> FET3,other,-3.0,3
318,000,O,AO1 -> FE21;AO3 -> MGO3;ST3 -> FET3,other,-3.0,3
319,000,O,AO1 -> MGO1;AO3 -> MGO3;ST3 -> FET3,other,-3.0,3
320,000,O,AO3 -> FEO3;ST6 -> FET6;ST8 -> FET8,other,-2.0,3
321,000,O,AO1 -> FEO1;ST6 -> FET6;ST8 -> FET8,other,-2.0,3
322,000,O,AO3 -> FE23;ST6 -> FET6;ST8 -> FET8,other,-3.0,3
323,000,O,AO1 -> FE21;ST6 -> FET6;ST8 -> FET8,other,-3.0,3
324,000,O,AO3 -> MGO3;ST6 -> FET6;ST8 -> FET8,other,-3.0,3
325,000,O,AO1 -> MGO1;ST6 -> FET6;ST8 -> FET8,other,-3.0,3
326,000,O,AO1 -> FEO1;AO3 -> FEO3;ST8 -> FET8,other,-1.0,3
327,000,O,AO1 -> FE21;AO3 -> FEO3;ST8 -> FET8,other,-2.0,3
328,000,O,AO1 -> MGO1;AO3 -> FEO3;ST8 -> FET8,other,-2.0,3
